                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    210,                0.74702,                 1.2725,                0.72274,                 1.1127,                0.39313,                  0.272,                0.21586,                0.10963,                0.42079,                 0.2441,                0.21512,                0.10194,                  2.029,                 4.0318,                 3.1281,                 2.0308,              0.0006206,              0.0006206,              0.0006206
                    211,                 0.7113,                 1.4117,                0.76807,                 1.0956,                0.36847,                  0.264,                0.21048,                0.10448,                0.37273,                  0.256,                0.21418,                0.09815,                  1.974,                  4.045,                 3.1895,                 1.9922,               0.000614,               0.000614,               0.000614
                    212,                0.65932,                 1.3511,                0.70135,                 1.0453,                0.36303,                  0.256,                0.19619,                0.08927,                0.33122,                  0.228,                 0.1738,                0.07885,                 1.9587,                 3.9432,                 3.5314,                 1.9936,              0.0006074,              0.0006074,              0.0006074
                    213,                0.69932,                 1.3087,                0.70052,                 1.0721,                0.35928,                  0.264,                0.18826,                0.08534,                0.39736,                   0.22,                0.16942,                0.07575,                 2.0085,                 3.9908,                 3.6533,                 2.0363,              0.0006008,              0.0006008,              0.0006008
                    214,                 0.6909,                 1.2692,                0.71378,                 1.0743,                0.28413,                   0.26,                0.17603,                 0.0824,                 0.2636,                  0.236,                0.15442,                0.07135,                 2.0483,                  4.048,                 3.8969,                 2.1218,              0.0005942,              0.0005942,              0.0005942
                    215,                0.75923,                 1.4258,                0.75483,                 1.1041,                0.30735,                   0.24,                0.15874,                0.07756,                0.35258,                    0.2,                0.14669,                 0.0679,                 2.0823,                 4.0743,                 4.0064,                 2.1388,              0.0005876,              0.0005876,              0.0005876
                    216,                0.68817,                 1.3055,                0.70702,                 1.0472,                0.41112,                  0.228,                0.17132,                0.08666,                0.39263,                  0.196,                0.14627,                0.07351,                 2.0034,                 4.0646,                 3.9218,                 2.0788,               0.000581,               0.000581,               0.000581
                    217,                0.57063,                 1.4235,                0.63523,                0.99824,                 0.3735,                  0.224,                0.16453,                0.09005,                0.35383,                  0.196,                0.15117,                0.08025,                 1.9603,                 4.0317,                 3.8507,                 2.0261,              0.0005744,              0.0005744,              0.0005744
                    218,                0.66355,                 1.2623,                0.65923,                 1.0362,                0.44687,                  0.252,                0.20234,                0.10518,                0.43647,                  0.248,                0.19433,                0.09899,                 1.9821,                 4.1756,                 3.5085,                 1.9964,              0.0005678,              0.0005678,              0.0005678
                    219,                 0.6993,                 1.3102,                0.68732,                  1.058,                0.44785,                  0.276,                0.20533,                0.11158,                0.44801,                  0.272,                0.20522,                0.10337,                 1.9974,                 4.2068,                 3.3923,                 2.0182,              0.0005612,              0.0005612,              0.0005612
                    220,                0.65677,                 1.2343,                0.65182,                 1.0406,                 0.4092,                  0.288,                0.22544,                0.11741,                0.53073,                  0.256,                0.22593,                0.10859,                 1.9937,                 4.1512,                 3.2794,                 2.0123,              0.0005546,              0.0005546,              0.0005546
                    221,                0.71668,                  1.417,                0.72956,                 1.1195,                0.43758,                  0.296,                0.22495,                0.11574,                0.55723,                  0.252,                0.22691,                0.11238,                 1.9802,                 4.1204,                 3.3557,                 1.9848,               0.000548,               0.000548,               0.000548
                    222,                0.66389,                 1.3442,                0.64103,                  1.049,                0.35825,                  0.256,                0.20039,                0.10623,                0.35968,                  0.252,                0.19456,                0.10125,                 1.9928,                 4.2164,                 3.7259,                 2.0049,              0.0005414,              0.0005414,              0.0005414
                    223,                0.62473,                 1.1973,                0.63094,                 1.0369,                 0.3156,                  0.244,                0.18819,                 0.1006,                0.34284,                0.24208,                0.18624,                 0.0966,                 1.9905,                 4.2497,                  3.857,                 2.0108,              0.0005348,              0.0005348,              0.0005348
                    224,                0.60452,                 1.2493,                0.61857,                0.99919,                0.35154,                   0.22,                0.19096,                0.10078,                0.39094,                  0.216,                0.18722,                0.09563,                 1.9801,                  4.349,                  3.752,                 1.9987,              0.0005282,              0.0005282,              0.0005282
                    225,                 0.6556,                 1.2816,                0.63181,                  1.057,                0.42568,                  0.228,                0.19627,                 0.1056,                0.42208,                   0.24,                0.19869,                0.10028,                 1.9561,                 4.3121,                  3.633,                 1.9767,              0.0005216,              0.0005216,              0.0005216
                    226,                0.60674,                 1.3853,                0.65536,                 1.0307,                0.42977,                  0.264,                0.20949,                0.11778,                0.44201,                  0.263,                0.21163,                0.11107,                 1.9483,                 4.2333,                 3.4613,                 1.9849,               0.000515,               0.000515,               0.000515
                    227,                0.64369,                 1.1736,                0.61409,                 1.0105,                0.42019,                  0.268,                0.22414,                0.12264,                0.45821,                0.24357,                0.20683,                0.11275,                 1.9625,                 4.1947,                 3.4263,                 2.0046,              0.0005084,              0.0005084,              0.0005084
                    228,                0.66155,                 1.1746,                0.60276,                 1.0347,                0.40611,                  0.288,                0.22471,                 0.1197,                0.40369,                  0.264,                0.21072,                0.11026,                  1.956,                 4.0514,                 3.3983,                 2.0075,              0.0005018,              0.0005018,              0.0005018
                    229,                0.64909,                 1.3161,                0.65902,                 1.0385,                0.40634,                0.29022,                0.21929,                0.11829,                0.38172,                0.26919,                0.20765,                0.10734,                 1.9642,                 3.9922,                 3.3485,                 2.0054,              0.0004952,              0.0004952,              0.0004952
                    230,                0.61362,                 1.2099,                0.60403,                 1.0051,                0.42773,                  0.268,                0.22238,                0.11815,                0.43559,                  0.272,                0.21371,                0.10906,                 1.9773,                 3.9861,                 3.3361,                 2.0207,              0.0004886,              0.0004886,              0.0004886
                    231,                0.65258,                 1.2967,                0.63422,                 1.0725,                0.42396,                  0.268,                0.22136,                0.11804,                0.47717,                  0.256,                0.22073,                0.10985,                 2.0004,                 3.9775,                 3.3452,                 2.0362,               0.000482,               0.000482,               0.000482
                    232,                0.62164,                 1.1528,                0.63997,                 1.0098,                0.46042,                   0.24,                0.20767,                0.11778,                0.50484,                   0.26,                0.22454,                0.11528,                 1.9917,                 4.0667,                 3.5026,                 2.0619,              0.0004754,              0.0004754,              0.0004754
                    233,                0.63058,                 1.2623,                0.63944,                 1.0498,                0.37468,                  0.256,                0.20044,                 0.1127,                0.46183,                0.24029,                0.21673,                0.11195,                 1.9942,                 4.1144,                 3.5845,                 2.0847,              0.0004688,              0.0004688,              0.0004688
                    234,                0.66187,                 1.3949,                0.61056,                 1.0271,                0.38427,                  0.248,                0.19988,                0.10835,                0.40291,                0.25642,                 0.2119,                0.10734,                 1.9696,                  4.189,                 3.6494,                 2.0612,              0.0004622,              0.0004622,              0.0004622
                    235,                0.64804,                 1.2755,                0.66674,                 1.0426,                 0.4191,                  0.256,                0.20244,                0.10591,                0.42803,                  0.256,                0.20874,                0.10434,                 1.9601,                 4.1966,                 3.6595,                 2.0342,              0.0004556,              0.0004556,              0.0004556
                    236,                0.64358,                 1.1759,                0.62122,                  1.052,                0.49877,                  0.236,                0.21723,                0.11111,                0.46296,                  0.256,                0.21872,                0.10595,                 1.9427,                 4.2412,                 3.5191,                 1.9898,               0.000449,               0.000449,               0.000449
                    237,                0.63067,                 1.2649,                0.62564,                 1.0131,                0.54086,                  0.252,                0.23064,                0.11711,                0.54594,                  0.244,                0.22413,                0.10951,                 1.9424,                 4.2773,                 3.4701,                 1.9762,              0.0004424,              0.0004424,              0.0004424
