                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    201,                 0.7277,                 1.4547,                0.73478,                 1.0975,                0.45651,                0.26879,                0.23706,                0.10999,                 0.4644,                  0.252,                0.22152,                 0.1108,                 1.9156,                 3.8707,                 3.2416,                 1.9474,                0.00068,                0.00068,                0.00068
                    202,                0.69622,                  1.526,                0.79262,                 1.0652,                0.45867,                  0.252,                0.23967,                0.11924,                0.44723,                0.23949,                0.22849,                 0.1177,                 1.8797,                  3.838,                 3.1913,                 1.9247,              0.0006734,              0.0006734,              0.0006734
                    203,                0.70529,                 1.5243,                0.73901,                 1.0743,                0.47619,                   0.22,                 0.2138,                 0.1103,                0.51308,                   0.22,                0.22477,                0.11124,                  1.883,                 3.7854,                   3.44,                 1.9306,              0.0006668,              0.0006668,              0.0006668
                    204,                0.68773,                 1.3126,                0.68843,                 1.0654,                0.55278,                0.18294,                0.18453,                0.09022,                 0.5079,                  0.164,                0.15945,                0.08539,                 1.9947,                 4.1895,                 3.8707,                 2.0586,              0.0006602,              0.0006602,              0.0006602
                    205,                0.72234,                 1.3744,                 0.6937,                 1.0754,                0.44984,                    0.2,                0.19182,                0.08985,                0.52333,                  0.172,                0.17351,                 0.0859,                 2.0014,                 4.1668,                 3.8099,                 2.0729,              0.0006536,              0.0006536,              0.0006536
                    206,                0.72677,                 1.4162,                0.73321,                 1.0558,                0.42646,                  0.232,                0.21396,                0.10379,                0.40256,                  0.216,                0.20054,                0.09852,                 1.8601,                 3.7659,                 3.5278,                 1.9006,               0.000647,               0.000647,               0.000647
                    207,                0.63548,                 1.2185,                0.63318,                 1.0401,                0.33322,                  0.256,                0.20752,                0.10373,                0.57296,                  0.192,                0.20406,                0.09766,                 1.8622,                 3.8153,                 3.3717,                 1.9217,              0.0006404,              0.0006404,              0.0006404
                    208,                0.68247,                  1.364,                0.70404,                 1.0737,                0.35556,                  0.256,                0.21228,                0.10806,                0.38576,                  0.224,                0.20125,                 0.1036,                  1.845,                 3.8801,                 3.2851,                 1.9257,              0.0006338,              0.0006338,              0.0006338
                    209,                0.66096,                 1.3968,                 0.7065,                 1.0538,                0.32811,                   0.26,                0.20853,                0.10526,                0.37315,                   0.24,                0.19767,                0.10507,                 1.8309,                 3.8129,                 3.2498,                 1.9185,              0.0006272,              0.0006272,              0.0006272
                    210,                0.68744,                   1.42,                0.71946,                 1.0649,                0.41387,                 0.2429,                0.20494,                0.10167,                0.35766,                  0.244,                0.19038,                0.10111,                 1.9271,                  3.801,                 3.3718,                 1.9651,              0.0006206,              0.0006206,              0.0006206
                    211,                0.66935,                 1.3538,                0.65248,                 1.0753,                0.44832,                  0.244,                0.19988,                0.09722,                0.44365,                   0.24,                0.19909,                0.10119,                 1.9768,                  3.828,                 3.4408,                 2.0057,               0.000614,               0.000614,               0.000614
                    212,                0.72644,                 1.4891,                0.72143,                 1.1075,                0.48049,                  0.244,                0.22212,                0.10204,                0.47262,                   0.24,                0.20365,                0.10114,                 1.9948,                 3.8079,                 3.5711,                 2.0265,              0.0006074,              0.0006074,              0.0006074
                    213,                0.68357,                 1.2642,                 0.7315,                 1.0768,                0.48849,                  0.232,                 0.2037,                0.09893,                0.48849,                  0.232,                 0.2034,                0.09805,                 1.9613,                 3.7874,                 3.5722,                 1.9995,              0.0006008,              0.0006008,              0.0006008
                    214,                0.63572,                 1.3224,                0.64874,                 1.0397,                0.39128,                  0.256,                 0.1836,                0.08754,                 0.4301,                   0.24,                0.19309,                0.09316,                 1.9221,                 3.7928,                 3.6746,                 1.9895,              0.0005942,              0.0005942,              0.0005942
                    215,                0.70883,                 1.4208,                0.72155,                 1.0563,                0.37458,                   0.26,                0.19313,                0.08986,                0.37028,                  0.256,                0.18549,                0.09297,                 1.9599,                 3.8267,                 3.6401,                 2.0108,              0.0005876,              0.0005876,              0.0005876
                    216,                0.74396,                 1.4015,                0.75837,                  1.075,                0.32873,                  0.232,                0.18352,                0.08852,                0.32505,                  0.244,                0.18039,                0.09197,                 1.9584,                 3.8049,                 3.6128,                 2.0188,               0.000581,               0.000581,               0.000581
                    217,                0.69541,                 1.3692,                 0.6784,                 1.1162,                0.28615,                  0.248,                 0.1779,                0.09042,                0.43099,                  0.208,                0.18016,                0.09454,                 1.9363,                 3.6837,                 3.4856,                 2.0218,              0.0005744,              0.0005744,              0.0005744
                    218,                0.67799,                 1.3686,                 0.7033,                 1.0775,                0.33705,                  0.272,                0.20009,                0.10556,                  0.342,                  0.276,                0.18927,                0.09476,                 1.8968,                 3.6048,                 3.2395,                 1.9803,              0.0005678,              0.0005678,              0.0005678
                    219,                0.74046,                 1.4955,                0.74692,                 1.0972,                0.34648,                  0.276,                0.20835,                0.10844,                0.33468,                  0.264,                0.18823,                0.09492,                 1.9015,                 3.6289,                 3.1859,                 1.9933,              0.0005612,              0.0005612,              0.0005612
                    220,                0.69352,                 1.3776,                0.75218,                  1.123,                0.39004,                  0.304,                0.22896,                0.11718,                0.37806,                    0.3,                0.20904,                0.10391,                 1.8909,                 3.6827,                 3.0842,                 2.0163,              0.0005546,              0.0005546,              0.0005546
                    221,                0.64877,                 1.2352,                0.62993,                 1.0344,                0.40056,                  0.316,                0.25279,                0.12298,                0.36136,                    0.3,                  0.221,                0.10666,                 1.8617,                 3.7715,                 3.0825,                 2.0075,               0.000548,               0.000548,               0.000548
                    222,                0.73398,                 1.4506,                0.71511,                 1.1047,                0.42633,                  0.264,                 0.2379,                0.11177,                 0.4184,                  0.264,                 0.2177,                0.09469,                 1.8913,                 3.9642,                 3.1931,                 2.0057,              0.0005414,              0.0005414,              0.0005414
                    223,                0.64394,                 1.2082,                 0.6185,                 1.0334,                0.43841,                  0.228,                0.21404,                0.09891,                 0.3495,                   0.26,                0.19465,                0.08303,                 1.8767,                 3.9642,                 3.4028,                 2.0088,              0.0005348,              0.0005348,              0.0005348
                    224,                 0.6323,                 1.2244,                0.66352,                 1.0664,                0.34573,                  0.292,                0.21336,                0.09972,                0.32146,                  0.284,                0.17741,                0.07991,                 1.9149,                  3.932,                 3.4832,                 2.0385,              0.0005282,              0.0005282,              0.0005282
                    225,                0.67678,                 1.2123,                0.68403,                 1.0867,                0.37229,                  0.288,                0.22611,                0.11056,                0.38576,                  0.264,                0.19561,                0.09346,                 1.8952,                 3.9447,                 3.3514,                 2.0076,              0.0005216,              0.0005216,              0.0005216
